,event,particle_track_id,particle_parent_track_id,particle_pdg_code,particle_mass,particle_charge,particle_process_key,particle_initial_energy,particle_initial_x,particle_initial_y,particle_initial_z,particle_initial_t,particle_final_x,particle_final_y,particle_final_z,particle_final_t,particle_decay_flag,particle_detector_x_tag,particle_detector_y_tag
0,4.0,1.0,0.0,321.0,493.67699999999996,1.0,-2.0,1493.677,115.0,475.0,150.0,0.0,115.1211157615598,406.09011284493135,149.14348781545823,2.4508886350501946,0.0,287.0,1015.0
1,4.0,2.0,1.0,11.0,0.51099891,-1.0,1.0,2.162251869708731,115.0024251022088,473.3832247184556,150.00034811071797,0.05714109170132009,114.9226366615347,473.23976238568537,150.25394503107995,0.07729367838987264,0.0,287.0,1183.0
2,4.0,3.0,1.0,11.0,0.51099891,-1.0,1.0,0.8659702652655952,115.04310599285664,465.8319485557748,150.00783650194802,0.3241309180607944,115.0404660903699,465.7895321356483,149.98613928595714,0.32838039504636185,0.0,287.0,1164.0
3,4.0,4.0,1.0,11.0,0.51099891,-1.0,1.0,2.9161588710216253,115.04670261041808,465.2424902849533,150.0069891057986,0.34499694850961055,115.19979777286042,464.78364186348443,150.37792960341983,0.3808631195477953,0.0,287.0,1161.0
4,4.0,5.0,1.0,11.0,0.51099891,-1.0,1.0,0.7974547016734344,115.08661591098185,458.0064441280932,149.9753914287474,0.6012207285495561,115.1050651604052,457.9731275347858,149.98857709973515,0.6040606990031776,0.0,287.0,1144.0
5,4.0,6.0,1.0,11.0,0.51099891,-1.0,1.0,1.0730772604218672,115.131514079212,447.7372642995195,149.86044046371848,0.9652676719655648,115.16412237871096,447.66417925353954,149.94789702323837,0.9723453343252189,0.0,287.0,1119.0
6,4.0,7.0,1.0,11.0,0.51099891,-1.0,1.0,3.346307216047543,115.12994624380292,443.3340490453779,149.79637780799317,1.1216496367288475,115.20944450724922,442.71591753426264,149.68373211030104,1.1622006620732959,0.0,288.0,1106.0
7,4.0,8.0,1.0,11.0,0.51099891,-1.0,1.0,0.867184894011535,115.13044503704418,443.26327216309335,149.7950130174666,1.1241661487449637,115.1064204426448,443.2392905258549,149.85269436647806,1.1287185698508424,0.0,287.0,1108.0
8,4.0,9.0,1.0,11.0,0.51099891,-1.0,1.0,0.9161204893697017,115.13662798615857,442.4625794645186,149.77965737169447,1.1526365533540404,115.14630250384656,442.4425009228985,149.81662003509774,1.1574831659950058,0.0,287.0,1106.0
9,4.0,10.0,1.0,11.0,0.51099891,-1.0,1.0,0.9159683869961202,115.13771908878164,442.2955430573832,149.77635758769324,1.1585769240402248,115.16847247532239,442.269392545084,149.7584674843022,1.1630045838723635,0.0,287.0,1105.0
10,4.0,11.0,1.0,11.0,0.51099891,-1.0,1.0,0.983757652118741,115.13881906810282,442.0987375707765,149.77264960304612,1.1655762488377717,115.12198821183692,442.00172018587745,149.75549335595147,1.1716745446212549,0.0,287.0,1105.0
11,4.0,12.0,1.0,11.0,0.51099891,-1.0,1.0,0.8151130856294366,115.14467673447561,440.0524977053036,149.73428360913002,1.238354663731315,115.13667434485815,440.0404781012533,149.73539830467735,1.2413343402872659,0.0,287.0,1100.0
