,event,particle_track_id,particle_parent_track_id,particle_pdg_code,particle_mass,particle_charge,particle_process_key,particle_initial_energy,particle_initial_x,particle_initial_y,particle_initial_z,particle_initial_t,particle_final_x,particle_final_y,particle_final_z,particle_final_t,particle_decay_flag,particle_detector_x_tag,particle_detector_y_tag
0,5.0,1.0,0.0,321.0,493.67699999999996,1.0,-2.0,1493.677,115.0,475.0,150.0,0.0,112.21367048042994,371.8709219382344,153.23829494907213,3.685487408281988,0.0,280.0,929.0
1,5.0,2.0,1.0,11.0,0.51099891,-1.0,1.0,0.7946594823114692,115.00845050824196,471.3238926372168,150.00212320132388,0.12992352071809746,115.0140905026594,471.31621345750546,149.98002333594448,0.13253993993553234,0.0,287.0,1178.0
2,5.0,3.0,1.0,11.0,0.51099891,-1.0,1.0,0.8844125915183956,114.99996092138261,467.0656473316597,150.0064253808692,0.2805105459278761,114.95663245798013,467.0190642676438,149.99467182707502,0.28532155496943257,0.0,287.0,1167.0
3,5.0,4.0,1.0,11.0,0.51099891,-1.0,1.0,0.9005175325437356,114.9384068148847,460.85750359768315,150.03927633315703,0.5002254666825824,114.91405994585764,460.8065154760834,150.08382782776582,0.504842843879532,0.0,287.0,1152.0
4,5.0,5.0,1.0,11.0,0.51099891,-1.0,1.0,1.177144399614244,114.9308162324304,460.2880863709662,150.04084967899323,0.5203991488338908,114.99285331360826,460.23913874589624,150.07867584961906,0.5296111479688586,0.0,287.0,1150.0
5,5.0,6.0,1.0,11.0,0.51099891,-1.0,1.0,1.0352597568615058,114.93037203910744,460.26054091913727,150.04101491036,0.5213752469978188,114.97517024993371,460.2031035581305,150.10745345897274,0.5277453658059297,0.0,287.0,1150.0
6,5.0,7.0,1.0,11.0,0.51099891,-1.0,1.0,0.9563178427079724,114.90178597342454,458.6150907027908,150.05729951182948,0.5796893807071731,114.86077034693946,458.6002952272085,150.0501985120991,0.5841720312490094,0.0,287.0,1146.0
7,5.0,8.0,1.0,11.0,0.51099891,-1.0,1.0,1.2702737064625929,114.89906392217097,458.45787309238415,150.05920958631583,0.5852629939803496,114.78007838138016,458.4301927363168,150.05446707592216,0.5948130163172971,0.0,286.0,1146.0
8,5.0,9.0,1.0,11.0,0.51099891,-1.0,1.0,1.3899347803042432,114.83339980858807,455.38910655442885,150.1039616759226,0.6940775371817218,114.81806042190192,455.2586349063172,149.9213189374554,0.707069092605134,0.0,287.0,1138.0
9,5.0,10.0,1.0,11.0,0.51099891,-1.0,1.0,1.1744267170492289,114.82688969450405,455.0847728699782,150.10755854236533,0.7048749954884976,114.78682231080654,455.0013370216449,150.21155989636105,0.7133622032745193,0.0,286.0,1137.0
10,5.0,11.0,1.0,11.0,0.51099891,-1.0,1.0,0.7999704971776211,114.81780150309794,454.63506113030246,150.1123003561209,0.7208313690141689,114.7977123381067,454.6372842308825,150.1189340858804,0.7230826509310117,0.0,286.0,1136.0
11,5.0,12.0,1.0,11.0,0.51099891,-1.0,1.0,1.5501204015659953,114.49890302747094,443.78719670504626,150.28674803924477,1.1058858050836082,114.61879349533811,443.907982898878,150.50603806673337,1.1212222330683006,0.0,286.0,1109.0
12,5.0,13.0,1.0,11.0,0.51099891,-1.0,1.0,0.845165692013395,114.43449185081326,440.72415482115036,150.35472789199773,1.214817433816069,114.46312181765123,440.7155402321443,150.34541864670328,1.2181203439683208,0.0,286.0,1101.0
13,5.0,14.0,1.0,11.0,0.51099891,-1.0,1.0,0.9139125682198532,114.41036251100209,439.57219041346605,150.38407114688582,1.2558116844944944,114.38508691416942,439.5270177349842,150.339598555789,1.2602277317791974,0.0,285.0,1098.0
14,5.0,15.0,1.0,11.0,0.51099891,-1.0,1.0,1.4704400822829964,114.35736289575921,437.2915201997413,150.4451028590706,1.337001653695472,114.28687593408526,437.25241331494874,150.2239491775494,1.3511080126771127,0.0,285.0,1093.0
15,5.0,16.0,1.0,11.0,0.51099891,-1.0,1.0,0.7884030909661344,114.12478806855992,427.16877309306636,150.77045500746706,1.6976099239304325,114.13397044087522,427.1526197303239,150.78695873322928,1.7005417614414156,0.0,285.0,1067.0
16,5.0,17.0,1.0,11.0,0.51099891,-1.0,1.0,0.9605633317492938,114.0652595609195,424.3584523885553,150.87410236035015,1.7979345104119395,114.09200956458922,424.37222998422794,150.89535915111614,1.8028627786549876,0.0,285.0,1060.0
17,5.0,18.0,1.0,11.0,0.51099891,-1.0,1.0,0.9939395916841123,114.0345568742703,422.8712688681617,150.92580653625322,1.8510521489016711,114.04822683047632,422.8511870983458,150.89251906559457,1.8563769815850828,0.0,285.0,1057.0
18,5.0,19.0,1.0,11.0,0.51099891,-1.0,1.0,0.8913136908536261,113.96346792676641,420.3197932574659,151.01583599534416,1.9422350065102643,114.00431010020577,420.28620507793977,151.0130982199559,1.9468453316481167,0.0,285.0,1050.0
19,5.0,20.0,1.0,11.0,0.51099891,-1.0,1.0,0.9743690277016614,113.87782644335144,418.12840000560584,151.08114298113668,2.0206089822357947,113.9311739052338,418.098675746163,151.06579203119495,2.026165278657278,0.0,284.0,1045.0
20,5.0,21.0,1.0,11.0,0.51099891,-1.0,1.0,0.8497862376415213,113.81595277635954,416.7349513274641,151.1181961219089,2.0704742140780845,113.81928783036514,416.71328881977445,151.15160631213698,2.0741244690933702,0.0,284.0,1041.0
21,5.0,22.0,1.0,11.0,0.51099891,-1.0,1.0,0.8451309335813579,113.73537072899997,414.9665276075783,151.1591657355957,2.133775612893226,113.71979186107755,414.9756780652888,151.19167788254998,2.137596432319055,0.0,284.0,1037.0
22,5.0,23.0,1.0,11.0,0.51099891,-1.0,1.0,4.395338275772678,113.73478761316039,414.9537211168351,151.15944277901983,2.134234200659151,113.4635144601425,413.6207054902119,151.0875516891112,2.1884459584030465,0.0,283.0,1034.0
